EMPLOYEE#,SURNAME,GENDER,FIRST_NAME,Person Clevel,Position Clevel,Clevel3 Description,Clevel4 Description2,Clevel6 Description3,TITLE,CATEGORY,CLASSIFICATION,STEP#,JOB#,COMMENCE_DATE,OCCUP_TERM_DATE,Person FTE,Position FTE,EMP_STATUS,POSITION#
00691880,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual General HEO 4,GE,CAS1,01,02,22/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013788
00684612,,M,,1B12AC190,1B12AC190,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Geography & Planning,Casual Academic,AC,CA,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013297
00684612,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00684612,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual General HEO 4,GE,CAS4,01,07,06/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013788
00670222,,F,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Research Project Officer,GE,HEO7A,04,25,09/Apr/2018 ,08/Apr/2020 ,0.5,0.5,TE,0000014098
00670222,,F,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Research Project Officer,GE,HEO8A,02,24,01/Jul/2018 ,30/Jun/2020 ,0.5,0.5,TE,0000013883
00679063,,F,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Casual Academic,AC,CA,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012495
00679063,,F,,1B12AC170,1B12AC170,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Peace Studies,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013308
00679063,,F,,1B13AA000,1B13AA000,Faculty of SABL,"Office of Faculty of Science, Ag, Business and Law","Office of Faculty of Science, Ag, Business and Law",Casual Academic,AC,CA,01,08,30/Jun/2018 ,31/Dec/2018 ,0,0,CA,0000014075
00682222,,M,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,07,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013391
00682222,,M,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013347
00682222,,M,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Clinical Nurse Educator - Social Work,AC,CNE,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013969
00665139,,M,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Casual Academic,AC,CA,01,04,30/Jun/2018 ,31/Dec/2018 ,0,0,CA,0000013310
00665139,,M,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Casual General HEO5,GE,CAS5,01,05,30/Jun/2018 ,31/Dec/2018 ,0,0,CA,0000013319
00690931,,M,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual General HEO3,GE,CAS3,01,03,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00690931,,M,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual General HEO4,GE,CAS4,01,04,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00690931,,M,,1N01AC000,1N01AC000,Information Technology Services,IT - Client Services,IT - Client Services,Casual Student Rate 2,GE,HEOS2,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008760
00128650,,F,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Casual Academic,AC,CA,01,32,01/Jul/2018 ,21/Dec/2018 ,0,0,CA,0000013347
00128650,,F,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Clinical Nurse Educator - Social Work,AC,CNE,01,34,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013969
00679289,,F,,1B12AC050,1B12AC050,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Theatre Studies,Casual Academic,AC,CA,01,08,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013285
00679289,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO4,GE,CAS4,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00679007,,M,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Associate Lecturer,AC,ATA,04,03,01/Mar/2018 ,16/Nov/2018 ,1,1,TE,0000007871
00679007,,M,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Student Services Manager,GE,HEO7A,04,01,20/Nov/2017 ,31/Dec/2049 ,0,1,PE,0000012508
00107596,,F,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala ITAS Tutor,AC,ITAS,01,18,30/Jun/2018 ,08/Mar/2019 ,0,0,CANL,0000006719
00107596,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Associate Lecturer,AC,ATA,01,10,01/Jan/2018 ,31/Dec/2049 ,0.5,1,PE,0000009280
00662569,,M,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Research Fellow,AC,ARB,05,06,11/May/2018 ,16/Jul/2018 ,0.8,0.8,TE,0000013892
00662569,,M,,1B14AB000,1B14AB000,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine Office,Casual General HEO1,GE,CAS1,01,07,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011169
00023412,,M,,1B13AE020,1B13AE020,Faculty of SABL,UNE Business School,UNE Business School - Management,Senior Lecturer,AC,ATC,05,07,26/Mar/2018 ,22/Oct/2018 ,0.5,1,TE,0000012575
00023412,,M,,1K00AA000,1K00AA000,Office of PVC Academic,Office of PVC Academic,Office of PVC Academic,Senior Research Fellow (Production Lead Industry: Management and Leadership),AC,ARC,05,08,26/Mar/2018 ,22/Oct/2018 ,0.4,0.4,TE,0000014090
00687078,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00687078,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Lecturer in Rural Medicine,AC,ATB,06,02,06/Feb/2018 ,05/Feb/2019 ,0.4,0.4,TE,0000013743
00691331,,M,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Anatomy Laboratory Manager,GE,HEO5A,05,01,09/Apr/2018 ,31/Dec/2049 ,1,1,PE,0000013548
00691331,,M,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00674598,,M,,1B12AC190,1B12AC190,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Geography & Planning,Casual Academic,AC,CA,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013297
00674598,,M,,1B13AE010,1B13AE010,Faculty of SABL,UNE Business School,UNE Business School - Accounting & Finance,Casual Academic,AC,CA,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013334
00674598,,M,,1B13AE030,1B13AE030,Faculty of SABL,UNE Business School,UNE Business School - Economics,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013336
00691826,,F,,1M01AA000,1M01AA000,Marketing and Public Affairs,Marketing and Public Affairs,Marketing and Public Affairs,Casual General HEO 7,GE,CAS7,01,01,30/Jun/2018 ,31/Aug/2018 ,0,0,CA,0000014135
00691826,,F,,1M01AA000,1M01AA000,Marketing and Public Affairs,Marketing and Public Affairs,Marketing and Public Affairs,"Manager, Social Media",GE,HEO7A,03,02,02/Jul/2018 ,01/Jul/2020 ,1,1,TE,0000014071
00174002,,M,,1B12AC160,1B12AC160,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences","HASS - Politicial, I'National & Indigenous Studies",Casual Academic,AC,CA,01,51,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013306
00174002,,M,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,61,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00655104,,F,,1B13AA000,1B13AA000,Faculty of SABL,"Office of Faculty of Science, Ag, Business and Law","Office of Faculty of Science, Ag, Business and Law",Associate Lecturer,AC,ATA,08,19,19/Feb/2018 ,13/Jul/2018 ,0.5,0.5,TE,0000014069
00655104,,F,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Casual Academic,AC,CA,01,20,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000013310
00681833,,F,,1A00AA000,1A00AA000,Vice-Chancellor's Office,Vice-Chancellor's Office,Vice-Chancellor's Office,Project Manager,GE,HEO8A,05,02,20/Jan/2018 ,13/Aug/2018 ,0.6,1,TE,0000013934
00681833,,F,,1K04AA000,1K04AA000,Student Grievances and Discipline,Student Grievances and Discipline,Student Grievances & Discipline,Student Grievance and Discipline Manager,GE,HEO8A,05,01,20/Jan/2018 ,31/Dec/2049 ,0.4,1,PE,0000012896
00687058,,F,,1B13AE000,1B13AE000,Faculty of SABL,UNE Business School,UNE Business School Office,SMART Region Incubator - Business Development Manager (Tamworth),GE,HEO7A,01,02,07/May/2018 ,31/Dec/2018 ,1,0.4,TE,0000013949
00687058,,F,,1M06AB010,1M06AB010,UNE Sydney,Regional Study Centres,UNE Tamworth Centre,Centre Coordinator- Tamworth,GE,HEO6A,04,01,07/May/2018 ,31/Dec/2049 ,0,1,PE,0000009121
00670087,,F,,1B12AC110,1B12AC110,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Japanese,Casual Academic,AC,CA,01,10,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013292
00670087,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual General HEO3,GE,CAS3,01,11,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013088
00690976,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO4,GE,CAS4,01,04,24/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012277
00690976,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual Student Rate 2,GE,HEOS2,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00690976,,M,,1M01AE000,1M01AE000,Marketing and Public Affairs,M & PA - Future Students Team,M & PA - Future Students Team,Casual Student Rate 2,GE,HEOS2,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008944
00676840,,F,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Lecturer,AC,ATB,02,10,14/May/2018 ,13/May/2019 ,0.4,1,TE,0000008229
00676840,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,08,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00676840,,F,,1B13AE020,1B13AE020,Faculty of SABL,UNE Business School,UNE Business School - Management,Casual Academic,AC,CA,01,09,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013335
00018546,,F,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Casual General HEO6,GE,CAS6,01,13,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008627
00018546,,F,,1B13AE000,1B13AE000,Faculty of SABL,UNE Business School,UNE Business School Office,Casual General HEO 7,GE,CAS7,01,16,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000009337
00691046,,F,,1B13AE000,1B13AE000,Faculty of SABL,UNE Business School,UNE Business School Office,Casual General HEO3,GE,CAS3,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000009337
00691046,,F,,1K03AA000,1K03AA000,University Library,University Library,University Library,Administration Assistant,GE,HEO3A,01,02,08/Jan/2018 ,31/Dec/2049 ,0.6,0.6,PE,0000013608
00687168,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00687168,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual General HEO1,GE,CAS1,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013788
00680561,,F,,1B12AC060,1B12AC060,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Chinese,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013286
00680561,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual General HEO3,GE,CAS3,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013088
00680561,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 1,GE,LTCC,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011583
00680561,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 2,GE,LTCC,02,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011585
00683323,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 1,GE,LTCC,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011583
00683323,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 2,GE,LTCC,02,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011585
00687337,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO 4,GE,CAS4,01,04,15/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013744
00687337,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual Student Rate 2,GE,HEOS2,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00687337,,F,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual Student Rate 1,GE,HEOS1,01,02,06/Feb/2018 ,24/Dec/2018 ,0,0,CA,0000008795
00685982,,F,,1B01AE020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Casual Academic,AC,CA,01,05,15/Aug/2017 ,26/Oct/2018 ,0,0,CA,0000013310
00685982,,F,,1B01AF090,1B13AC060,Faculty of SABL,School of Science & Technology,School of S&T - Biomedical Science,Casual Academic,AC,CA,01,03,01/Nov/2017 ,21/Dec/2018 ,0,0,CA,0000013328
00690004,,M,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Casual General HEO3,GE,CAS3,01,01,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013323
00690004,,M,,1B13AC010,1B13AC010,Faculty of SABL,School of Science & Technology,School of S&T - Chemistry,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013327
00668300,,F,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala ITAS Tutor,AC,ITAS,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CANL,0000006719
00668300,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,02,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013391
00689184,,M,,1B13AE030,1B13AE030,Faculty of SABL,UNE Business School,UNE Business School - Economics,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013336
00689184,,M,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual General HEO 4,GE,CAS4,01,04,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00678294,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Research Assistant,GE,HEO6A,05,01,01/Jan/2018 ,31/Dec/2018 ,0.4286,0.4286,TE,0000012413
00678294,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00660515,,F,,1B13AD000,1B13AD000,Faculty of SABL,School of Law,School of Law Office,"Administrative Officer, Ag Law Centre",GE,HEO5A,02,13,22/Jun/2018 ,02/Aug/2018 ,0.51429,0.4286,TE,0000013750
00660515,,F,,1B13AD000,1B13AD000,Faculty of SABL,School of Law,School of Law Office,Casual General HEO4,GE,CAS4,01,11,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000009543
00672288,,F,,1B13AB040,1B13AB040,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Botany,Casual Academic,AC,CA,01,02,19/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000013312
00672288,,F,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Casual General HEO4,GE,CAS4,01,07,19/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000013323
00676818,,M,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00676818,,M,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Postdoctoral Research Fellow,AC,ARA,02,09,01/Feb/2018 ,31/Jan/2020 ,1,1,TE,0000013726
00685040,,M,,1B12AB040,1B12AB040,Faculty of HASS & Education,School of Education,School of Education - Science Education,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013341
00685040,,M,,1B13AC040,1B13AC040,Faculty of SABL,School of Science & Technology,School of S&T - Mathematics,Casual Academic,AC,CA,01,03,30/Jun/2018 ,20/Dec/2018 ,0,0,CA,0000013332
00690111,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,06,25/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00690111,,F,,1K00AA000,1K00AA000,Office of PVC Academic,Office of PVC Academic,Office of PVC Academic,Casual General HEO 5,GE,CAS5,01,05,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000011745
00690973,,M,,1M01AE000,1M01AE000,Marketing and Public Affairs,M & PA - Future Students Team,M & PA - Future Students Team,Casual Student Rate 2,GE,HEOS2,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008944
00690973,,M,,1N02AE000,1N02AE000,Human Resource Services,HRS - Services and Support,HRS - Services and Support,Casual Student Rate 1,GE,HEOS1,01,03,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000013712
00680397,,M,,1B13AE000,1B13AE000,Faculty of SABL,UNE Business School,UNE Business School Office,Casual Student Rate 2,GE,HEOS2,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000009337
00680397,,M,,1B13AE030,1B13AE030,Faculty of SABL,UNE Business School,UNE Business School - Economics,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013336
00680432,,F,,1B14AB000,1B14AB000,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine Office,Casual General HEO4,GE,CAS4,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011169
00680432,,F,,1B14AB000,1B14AB000,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine Office,Casual General HEO5,GE,CAS5,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011169
00689369,,F,,1K00AA000,1K00AA000,Office of PVC Academic,Office of PVC Academic,Office of PVC Academic,Project Manager CkX Project,GE,HEO8A,01,02,04/Apr/2018 ,03/Apr/2019 ,0.8,0.8,TE,0000014104
00689369,,F,,1L01AA000,1L01AA000,Research Services,Research Services,Research Services,Casual General HEO6,GE,CAS6,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008803
00685790,,F,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Casual Academic,AC,CA,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012495
00685790,,F,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual Student Rate 1,GE,HEOS1,01,04,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00685147,,M,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Casual Academic,AC,CA,01,11,04/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008635
00685147,,M,,1B13AC060,1B13AC060,Faculty of SABL,School of Science & Technology,School of S&T - Biomedical Science,Casual Academic,AC,CA,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013329
00685147,,M,,1K01AE000,1K01AE000,Teaching and Learning,Teaching Support,Teaching Support,Casual General HEO 6,GE,CAS6,01,10,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013383
00020701,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 1,GE,LTCC,01,12,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011583
00020701,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 2,GE,LTCC,02,13,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011585
00691090,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO3,GE,CAS3,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00691090,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO4,GE,CAS4,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00676229,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 1,GE,LTCC,01,08,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011583
00676229,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual Language Instructor 2,GE,LTCC,02,09,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011585
